id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	125902
203	169731
303	143882
403	90677
503	85128
104	4808
204	9953
304	6837
404	14707
504	3435
105	103855
205	55944
305	70048
405	140765
505	66381
106	6860
206	6638
306	5191
406	3753
506	4736
107	2194
207	1428
307	2263
407	6638
507	5188
108	11105
208	11105
308	11105
408	11105
508	11105
109	4742
209	2519
309	7596
409	5476
509	3325
110	0
210	0
310	0
410	0
510	0
111	2152
211	1638
311	2998
411	4212
511	2640
