id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	157629
203	212757
303	133196
403	136947
503	142339
104	11667
204	5515
304	12068
404	9638
504	6420
105	111465
205	57779
305	79213
405	150457
505	80330
106	8411
206	6014
306	4579
406	5688
506	6043
107	6080
207	5948
307	5010
407	11547
507	1219
108	11105
208	11105
308	11105
408	11105
508	11105
109	3095
209	3871
309	10960
409	6792
509	724
110	0
210	0
310	0
410	0
510	0
111	2510
211	3700
311	2619
411	1886
511	2618
