id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	1000
203	1000
303	1000
403	1000
503	1000
104	931
204	1023
304	973
404	1043
504	997
105	1000
205	1000
305	1000
405	1000
505	1000
106	539
206	849
306	383
406	487
506	507
107	1000
207	1000
307	1000
407	1000
507	1000
108	917
208	851
308	726
408	553
508	344
109	1176
209	1256
309	1134
409	1147
509	1019
110	0
210	0
310	0
410	0
510	0
111	956
211	952
311	1118
411	932
511	1138
