id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	162863
203	113543
303	134546
403	195627
503	121111
104	4731
204	1941
304	7342
404	7947
504	2200
105	95092
205	54620
305	78339
405	143654
505	110093
106	7494
206	2873
306	1865
406	5527
506	6988
107	10157
207	3730
307	5230
407	22487
507	3695
108	11105
208	11105
308	11105
408	11105
508	11105
109	5245
209	2881
309	6381
409	4416
509	4337
110	0
210	0
310	0
410	0
510	0
111	3810
211	706
311	1922
411	3141
511	2649
