id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	142411
203	175213
303	146573
403	150267
503	118922
104	6340
204	5514
304	3030
404	6331
504	3135
105	93018
205	56275
305	72829
405	145073
505	61350
106	7506
206	3748
306	6404
406	11472
506	2822
107	9901
207	1529
307	3783
407	23703
507	5344
108	11105
208	11105
308	11105
408	11105
508	11105
109	5796
209	2902
309	3253
409	11459
509	2763
110	0
210	0
310	0
410	0
510	0
111	3908
211	2040
311	2743
411	4510
511	4061
