id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	133084
203	223862
303	169879
403	161227
503	79201
104	3264
204	2007
304	567
404	11690
504	1803
105	99113
205	59361
305	73307
405	138561
505	80111
106	6493
206	8575
306	4777
406	4301
506	4554
107	2183
207	4927
307	12813
407	14367
507	4673
108	11105
208	11105
308	11105
408	11105
508	11105
109	4153
209	1031
309	9541
409	6039
509	3409
110	0
210	0
310	0
410	0
510	0
111	2164
211	1889
311	2594
411	1569
511	2131
