7	1	1	62500
8	1	1	63067
9	1	1	63633
10	1	1	64200
11	1	1	64760
12	1	1	65320
13	1	1	65880
14	1	1	66440
15	1	1	67000
16	1	1	67500
17	1	1	68000
18	1	1	68500
19	1	1	69000
20	1	1	69500
21	1	1	69900
22	1	1	70300
23	1	1	70700
24	1	1	71100
25	1	1	71500
7	1	3	309393400
8	1	3	309347633
9	1	3	309301867
10	1	3	309256100
11	1	3	309245740
12	1	3	309235380
13	1	3	309225020
14	1	3	309214660
15	1	3	309204300
16	1	3	309204300
17	1	3	309204300
18	1	3	309204300
19	1	3	309204300
20	1	3	309204300
21	1	3	309204300
22	1	3	309204300
23	1	3	309204300
24	1	3	309204300
25	1	3	309204300
7	1	4	3012500
8	1	4	2955367
9	1	4	2898233
10	1	4	2841100
11	1	4	2791140
12	1	4	2741180
13	1	4	2691220
14	1	4	2641260
15	1	4	2591300
16	1	4	2561820
17	1	4	2532340
18	1	4	2502860
19	1	4	2473380
20	1	4	2443900
21	1	4	2418240
22	1	4	2392580
23	1	4	2366920
24	1	4	2341260
25	1	4	2315600
7	1	5	1051600
8	1	5	1095833
9	1	5	1140067
10	1	5	1184300
11	1	5	1174800
12	1	5	1165300
13	1	5	1155800
14	1	5	1146300
15	1	5	1136800
16	1	5	1129140
17	1	5	1121480
18	1	5	1113820
19	1	5	1106160
20	1	5	1098500
21	1	5	1113280
22	1	5	1128060
23	1	5	1142840
24	1	5	1157620
25	1	5	1172400
7	1	6	1579400
8	1	6	1651867
9	1	6	1724333
10	1	6	1796800
11	1	6	1872220
12	1	6	1947640
13	1	6	2023060
14	1	6	2098480
15	1	6	2173900
16	1	6	2225760
17	1	6	2277620
18	1	6	2329480
19	1	6	2381340
20	1	6	2433200
21	1	6	2458940
22	1	6	2484680
23	1	6	2510420
24	1	6	2536160
25	1	6	2561900
7	1	7	17093000
8	1	7	17079367
9	1	7	17065733
10	1	7	17052100
11	1	7	17040580
12	1	7	17029060
13	1	7	17017540
14	1	7	17006020
15	1	7	16994500
16	1	7	16984320
17	1	7	16974140
18	1	7	16963960
19	1	7	16953780
20	1	7	16943600
21	1	7	16938720
22	1	7	16933840
23	1	7	16928960
