7	1	8	20200
8	1	8	19000
9	1	8	17250
10	1	8	15500
11	1	8	14700
12	1	8	13900
13	1	8	13100
14	1	8	12300
15	1	8	11500
16	1	8	11340
17	1	8	11180
18	1	8	11020
19	1	8	10860
20	1	8	10700
21	1	8	10760
22	1	8	10820
23	1	8	10880
24	1	8	10940
25	1	8	11000
7	1	9	16212500
8	1	9	16196200
9	1	9	16266650
10	1	9	16337100
11	1	9	16486260
12	1	9	16635420
13	1	9	16784580
14	1	9	16933740
15	1	9	17082900
16	1	9	17187520
17	1	9	17292140
18	1	9	17396760
19	1	9	17501380
20	1	9	17606000
21	1	9	17671940
22	1	9	17737880
23	1	9	17803820
24	1	9	17869760
25	1	9	17935700
7	1	4	3012500
8	1	4	2893700
9	1	4	2938950
10	1	4	2984200
11	1	4	2910000
12	1	4	2835800
13	1	4	2761600
14	1	4	2687400
15	1	4	2613200
16	1	4	2919720
17	1	4	3226240
18	1	4	3532760
19	1	4	3839280
20	1	4	4145800
21	1	4	4423480
22	1	4	4701160
23	1	4	4978840
24	1	4	5256520
25	1	4	5534200
7	1	6	1579400
8	1	6	1507900
9	1	6	1574900
10	1	6	1641900
11	1	6	1754280
12	1	6	1866660
13	1	6	1979040
14	1	6	2091420
15	1	6	2203800
16	1	6	2352720
17	1	6	2501640
18	1	6	2650560
19	1	6	2799480
20	1	6	2948400
21	1	6	3019580
22	1	6	3090760
23	1	6	3161940
24	1	6	3233120
25	1	6	3304300
7	1	5	1050900
8	1	5	1084500
9	1	5	1125600
10	1	5	1166700
11	1	5	1197040
12	1	5	1227380
13	1	5	1257720
14	1	5	1288060
15	1	5	1318400
16	1	5	1331240
17	1	5	1344080
18	1	5	1356920
19	1	5	1369760
20	1	5	1382600
21	1	5	1392160
22	1	5	1401720
23	1	5	1411280
24	1	5	1420840
25	1	5	1430400
7	2	8	125000
8	2	8	120100
9	2	8	110550
10	2	8	101000
11	2	8	95520
12	2	8	90040
13	2	8	84560
14	2	8	79080
15	2	8	73600
16	2	8	72560
17	2	8	71520
18	2	8	70480
19	2	8	69440
20	2	8	68400
21	2	8	68080
22	2	8	67760
23	2	8	67440
24	2	8	67120
25	2	8	66800
7	2	9	17347800
8	2	9	17201000
9	2	9	17293350
10	2	9	17385700
11	2	9	17625220
