7	1	1	62500
8	1	1	63067
9	1	1	63633
10	1	1	64200
11	1	1	64760
12	1	1	65320
13	1	1	65880
14	1	1	66440
15	1	1	67000
16	1	1	67500
17	1	1	68000
18	1	1	68500
19	1	1	69000
20	1	1	69500
21	1	1	69900
22	1	1	70300
23	1	1	70700
24	1	1	71100
25	1	1	71500
7	1	3	309393400
8	1	3	309232967
9	1	3	309072533
10	1	3	308912100
11	1	3	308592360
12	1	3	308272620
13	1	3	307952880
14	1	3	307633140
15	1	3	307313400
16	1	3	306971900
17	1	3	306630400
18	1	3	306288900
19	1	3	305947400
20	1	3	305605900
21	1	3	305379280
22	1	3	305152660
23	1	3	304926040
24	1	3	304699420
25	1	3	304472800
7	1	4	3012500
8	1	4	3066200
9	1	4	3119900
10	1	4	3173600
11	1	4	3316280
12	1	4	3458960
13	1	4	3601640
14	1	4	3744320
15	1	4	3887000
16	1	4	4061160
17	1	4	4235320
18	1	4	4409480
19	1	4	4583640
20	1	4	4757800
21	1	4	4879000
22	1	4	5000200
23	1	4	5121400
24	1	4	5242600
25	1	4	5363800
7	1	5	1051600
8	1	5	1069367
9	1	5	1087133
10	1	5	1104900
11	1	5	1091560
12	1	5	1078220
13	1	5	1064880
14	1	5	1051540
15	1	5	1038200
16	1	5	1029100
17	1	5	1020000
18	1	5	1010900
19	1	5	1001800
20	1	5	992700
21	1	5	991820
22	1	5	990940
23	1	5	990060
24	1	5	989180
25	1	5	988300
7	1	6	1579400
8	1	6	1664100
9	1	6	1748800
10	1	6	1833500
11	1	6	1988040
12	1	6	2142580
13	1	6	2297120
14	1	6	2451660
15	1	6	2606200
16	1	6	2758780
17	1	6	2911360
18	1	6	3063940
19	1	6	3216520
20	1	6	3369100
21	1	6	3464920
22	1	6	3560740
23	1	6	3656560
24	1	6	3752380
25	1	6	3848200
7	1	7	17093000
8	1	7	17076533
9	1	7	17060067
10	1	7	17043600
11	1	7	17029520
12	1	7	17015440
13	1	7	17001360
14	1	7	16987280
15	1	7	16973200
16	1	7	16961460
17	1	7	16949720
18	1	7	16937980
19	1	7	16926240
20	1	7	16914500
21	1	7	16907100
22	1	7	16899700
23	1	7	16892300
24	1	7	16884900
