7	1	8	20200
8	1	8	18900
9	1	8	17350
10	1	8	15800
11	1	8	15660
12	1	8	15520
13	1	8	15380
14	1	8	15240
15	1	8	15100
16	1	8	14880
17	1	8	14660
18	1	8	14440
19	1	8	14220
20	1	8	14000
21	1	8	14020
22	1	8	14040
23	1	8	14060
24	1	8	14080
25	1	8	14100
7	1	9	16212500
8	1	9	16210000
9	1	9	16237700
10	1	9	16265400
11	1	9	16329980
12	1	9	16394560
13	1	9	16459140
14	1	9	16523720
15	1	9	16588300
16	1	9	16633640
17	1	9	16678980
18	1	9	16724320
19	1	9	16769660
20	1	9	16815000
21	1	9	16841280
22	1	9	16867560
23	1	9	16893840
24	1	9	16920120
25	1	9	16946400
7	1	4	3012500
8	1	4	3002200
9	1	4	3136150
10	1	4	3270100
11	1	4	3509000
12	1	4	3747900
13	1	4	3986800
14	1	4	4225700
15	1	4	4464600
16	1	4	4727400
17	1	4	4990200
18	1	4	5253000
19	1	4	5515800
20	1	4	5778600
21	1	4	5950660
22	1	4	6122720
23	1	4	6294780
24	1	4	6466840
25	1	4	6638900
7	1	6	1579400
8	1	6	1590900
9	1	6	1691500
10	1	6	1792100
11	1	6	1950840
12	1	6	2109580
13	1	6	2268320
14	1	6	2427060
15	1	6	2585800
16	1	6	2732100
17	1	6	2878400
18	1	6	3024700
19	1	6	3171000
20	1	6	3317300
21	1	6	3388020
22	1	6	3458740
23	1	6	3529460
24	1	6	3600180
25	1	6	3670900
7	1	5	1050900
8	1	5	1067500
9	1	5	1082000
10	1	5	1096500
11	1	5	1105260
12	1	5	1114020
13	1	5	1122780
14	1	5	1131540
15	1	5	1140300
16	1	5	1145600
17	1	5	1150900
18	1	5	1156200
19	1	5	1161500
20	1	5	1166800
21	1	5	1171700
22	1	5	1176600
23	1	5	1181500
24	1	5	1186400
25	1	5	1191300
7	2	8	125000
8	2	8	119100
9	2	8	110900
10	2	8	102700
11	2	8	101240
12	2	8	99780
13	2	8	98320
14	2	8	96860
15	2	8	95400
16	2	8	93720
17	2	8	92040
18	2	8	90360
19	2	8	88680
20	2	8	87000
21	2	8	87260
22	2	8	87520
23	2	8	87780
24	2	8	88040
25	2	8	88300
7	2	9	17347800
8	2	9	17241200
9	2	9	17275900
10	2	9	17310600
11	2	9	17364400
12	2	9	17418200
13	2	9	17472000
14	2	9	17525800
15	2	9	17579600
16	2	9	17611060
17	2	9	17642520
18	2	9	17673980
19	2	9	17705440
20	2	9	17736900
21	2	9	17752600
22	2	9	17768300
23	2	9	17784000
24	2	9	17799700
25	2	9	17815400
7	2	4	9811400
8	2	4	9766100
9	2	4	9732400
10	2	4	9698700
11	2	4	9671840
12	2	4	9644980
13	2	4	9618120
14	2	4	9591260
15	2	4	9564400
16	2	4	9553660
17	2	4	9542920
18	2	4	9532180
19	2	4	9521440
20	2	4	9510700
21	2	4	9508920
22	2	4	9507140
23	2	4	9505360
24	2	4	9503580
25	2	4	9501800
7	2	6	6935200
8	2	6	6944200
9	2	6	6995500
10	2	6	7046800
11	2	6	7090700
12	2	6	7134600
13	2	6	7178500
14	2	6	7222400
15	2	6	7266300
16	2	6	7302700
