id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	151976
203	185172
303	141361
403	226153
503	94489
104	7232
204	2958
304	12262
404	13353
504	1436
105	102123
205	57343
305	68810
405	139488
505	50953
106	4337
206	4718
306	7289
406	4888
506	4326
107	1646
207	2521
307	2166
407	3142
507	9366
108	11105
208	11105
308	11105
408	11105
508	11105
109	9625
209	2900
309	2140
409	7919
509	2192
110	0
210	0
310	0
410	0
510	0
111	3822
211	2580
311	2534
411	2199
511	2916
