id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	137906
203	161582
303	145868
403	199904
503	68967
104	8068
204	8860
304	7918
404	14857
504	4425
105	99705
205	55905
305	72755
405	142636
505	57720
106	3070
206	6407
306	4766
406	7859
506	1710
107	6046
207	8368
307	14601
407	3755
507	4101
108	11105
208	11105
308	11105
408	11105
508	11105
109	2472
209	2108
309	5821
409	10240
509	6803
110	0
210	0
310	0
410	0
510	0
111	2210
211	2883
311	872
411	3239
511	2149
