id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	145446
203	162050
303	134248
403	104662
503	111579
104	8756
204	5441
304	12941
404	13025
504	1664
105	99151
205	57014
305	71310
405	147888
505	39544
106	8055
206	3290
306	1727
406	8940
506	3558
107	8409
207	2183
307	21872
407	28301
507	7541
108	11105
208	11105
308	11105
408	11105
508	11105
109	9447
209	5576
309	5885
409	9000
509	2221
110	0
210	0
310	0
410	0
510	0
111	2769
211	1050
311	3011
411	2508
511	3075
