id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	143372
203	136321
303	152400
403	155789
503	90958
104	7062
204	7310
304	3628
404	11244
504	4052
105	102481
205	52335
305	70027
405	146874
505	76356
106	3084
206	7547
306	4967
406	2804
506	7419
107	1572
207	358
307	3418
407	11434
507	2639
108	11105
208	11105
308	11105
408	11105
508	11105
109	4667
209	11035
309	5673
409	5673
509	2166
110	0
210	0
310	0
410	0
510	0
111	3551
211	3065
311	2316
411	2138
511	4099
