id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	152265
203	180206
303	157342
403	168033
503	104778
104	2649
204	3626
304	8891
404	3283
504	2892
105	101733
205	55575
305	70766
405	146167
505	65053
106	3303
206	3226
306	2626
406	4560
506	7547
107	2748
207	6352
307	14328
407	8724
507	1071
108	11105
208	11105
308	11105
408	11105
508	11105
109	4927
209	1718
309	18457
409	9283
509	2566
110	0
210	0
310	0
410	0
510	0
111	3397
211	4365
311	2638
411	3423
511	2843
