id	value
101	0
201	0
301	0
401	0
501	0
102	0
202	0
302	0
402	0
502	0
103	136201
203	209686
303	141275
403	97850
503	69418
104	4904
204	2156
304	6226
404	8682
504	2947
105	101106
205	57277
305	73321
405	140008
505	112775
106	3064
206	809
306	5038
406	5577
506	1621
107	3625
207	5571
307	4965
407	9765
507	2032
108	11105
208	11105
308	11105
408	11105
508	11105
109	3491
209	8046
309	6662
409	9814
509	3989
110	0
210	0
310	0
410	0
510	0
111	1079
211	3741
311	2881
411	3346
511	2833
